17126 2.71971 0.00947389
17129 2.52707 0.0102382
17131 2.33588 0.00990954
17134 2.47205 0.00875502
17138 2.37582 0.0102633
17141 2.42506 0.00878684
17143 2.61086 0.00946574
17146 2.29055 0.00933721
17150 2.31079 0.00819218
17153 2.54276 0.0109047
17155 2.55915 0.0106012
17159 2.55007 0.00902535
17163 2.46538 0.0102857
17166 2.50998 0.0127496
17167 2.46543 0.0111236
17169 2.42763 0.00891216
17172 2.36568 0.010132
17176 2.49441 0.0108698
17179 2.67926 0.0102415
17181 2.50626 0.00919051
17184 2.393 0.0101599
17188 2.43552 0.00895131
17191 2.55516 0.0108355
17193 2.68101 0.012009
17196 2.34718 0.00872197
17200 2.39169 0.0102968
17203 2.34872 0.0117697
17205 2.51816 0.0131894
17208 2.52899 0.010762
17212 2.45035 0.0123809
17215 2.55789 0.0112969
17217 2.6303 0.0116652
17220 2.49534 0.0128747
17275 2.60708 0.0141622
17278 2.27406 0.0107914
17280 2.49921 0.0125948
17283 2.3849 0.0137192
17287 2.11984 0.0100629
17290 2.22619 0.0126659
17292 2.15648 0.0120614
17295 2.32454 0.0108999
17389 2.46225 0.00823499
17392 2.37745 0.00828101
17394 2.49959 0.0090127
17397 2.555 0.00840538
17401 2.34545 0.00754918
17404 2.4741 0.00697236
17406 2.54434 0.00727084
17409 2.46625 0.00815335
17416 2.40931 0.00801652
17419 2.45206 0.00722101
17421 2.43189 0.00716978
17424 2.3137 0.00789661
17428 2.50887 0.00754634
17431 2.52448 0.00991636
17433 2.47377 0.0086149
17436 2.55463 0.00749099
17441 2.47076 0.00827034
17444 2.5267 0.00755707
17446 2.46969 0.00755668
17449 2.58452 0.00911165
17453 2.5769 0.00806654
17456 2.33513 0.00825701
17458 2.45369 0.00864608
17466 2.52485 0.00765028
17474 2.72618 0.00976238
17477 2.47331 0.00780554
17479 2.59939 0.00845677
17482 2.43522 0.0093488
17486 2.48135 0.00815035
17489 2.62659 0.0100195
17491 2.48714 0.00943492
