17126 2.76106 0.00952307
17129 2.48097 0.00989299
17131 2.37477 0.00994405
17134 2.57772 0.00900708
17138 2.37296 0.0101509
17141 2.49476 0.0089253
17143 2.58381 0.00922979
17146 2.22878 0.00897126
17150 2.34332 0.00817897
17153 2.48489 0.0105259
17155 2.536 0.0103683
17159 2.66019 0.00928548
17163 2.48862 0.0102712
17166 2.38738 0.0119095
17167 2.57531 0.0114501
17169 2.44624 0.00884977
17172 2.34328 0.0098786
17176 2.55915 0.0109552
17179 2.52556 0.00948243
17181 2.52974 0.00917566
17184 2.35865 0.00988921
17188 2.46144 0.00888822
17191 2.48146 0.0103569
17193 2.7094 0.0119208
17196 2.36516 0.00865224
17200 2.59116 0.0109681
17203 2.3535 0.0116017
17205 2.51495 0.0129469
17208 2.57491 0.0107938
17212 2.3874 0.0118654
17215 2.50071 0.0107963
17217 2.5945 0.0113213
17220 2.45199 0.0123142
17275 2.58215 0.0138416
17278 2.32773 0.0108184
17280 2.54634 0.0125733
17283 2.4401 0.0137812
17287 2.10425 0.009763
17290 2.42529 0.0136148
17292 2.11583 0.011563
17295 2.42725 0.011165
17389 2.45671 0.00807101
17392 2.37951 0.0081465
17394 2.51247 0.00894493
17397 2.52399 0.00817184
17401 2.44448 0.00772198
17404 2.45865 0.00679944
17406 2.52502 0.00709907
17409 2.46442 0.00800357
17416 2.43306 0.00794752
17419 2.48022 0.00716672
17421 2.34972 0.00680744
17424 2.43057 0.00816038
17428 2.45573 0.00722619
17431 2.48347 0.00955278
17433 2.42197 0.00828797
17436 2.45573 0.00705039
17441 2.44751 0.008053
17444 2.52863 0.00742327
17446 2.32716 0.00698543
17449 2.61062 0.00900427
17453 2.5178 0.00771262
17456 2.29631 0.00795235
17458 2.40407 0.00831111
17466 2.4809 0.00736879
17474 2.68074 0.00945078
17477 2.43889 0.00758991
17479 2.48634 0.00795081
17482 2.41881 0.00912188
17486 2.38813 0.00770482
17489 2.57701 0.00964048
17491 2.50349 0.00934621
17494 2.38176 0.00831135
17499 2.5075 0.00841643
17502 2.58334 0.00768953
17504 2.61486 0.00772306
17507 2.39718 0.00823153
17736 2.44854 0.00688415
17739 2.42695 0.0079221
17741 2.29198 0.00788684
17744 2.23481 0.00775067
17748 2.38969 0.00810235
17751 2.55435 0.00831105
17753 2.3963 0.0127142
17756 2.26635 0.00810423
17764 2.37012 0.00889061
17767 2.55227 0.00922658
17769 2.3496 0.00751722
17772 2.41921 0.00974947
17776 2.29714 0.00784139
17779 2.41791 0.00961747
17781 2.28395 0.00928549
17784 2.42027 0.00863547
17788 2.34827 0.00939906
17791 2.41368 0.00863859
17793 2.3785 0.00764455
17796 2.40973 0.00891228
17800 2.43749 0.00790613
17803 2.41735 0.00927771
17805 2.37566 0.00979614
17808 2.53082 0.00892941
