17126 2.18494 0.00698185
17129 2.38304 0.00960369
17131 2.33288 0.009928
17134 2.42041 0.00776752
17138 2.48621 0.0107194
17141 2.62553 0.00864955
17143 2.3567 0.00782051
17146 2.36269 0.00961803
17150 2.44252 0.00791406
17153 2.17982 0.0095811
17155 2.4934 0.0103954
17159 2.54364 0.00831311
17163 2.31531 0.00986778
17166 2.3411 0.010912
17167 2.38702 0.00973593
17169 2.50494 0.00839647
17172 2.38754 0.0101548
17176 2.5649 0.011072
17179 2.57173 0.00892024
17181 2.58677 0.00864243
17184 2.33666 0.00986306
17188 2.36496 0.00784249
17191 2.69138 0.0117386
17193 2.34597 0.0104883
17196 2.4166 0.00822262
17200 2.38353 0.00931958
17203 2.42963 0.0120902
17205 2.51449 0.0133296
17208 2.42039 0.00969348
17212 2.38912 0.0122063
17215 2.56654 0.010107
17217 2.43745 0.0096412
17220 2.50807 0.0129933
17275 2.23797 0.0124762
17278 2.47291 0.0107413
17280 2.31316 0.0103991
17283 2.07487 0.0124017
17287 2.36705 0.0103826
17290 1.82513 0.0102837
17292 2.37503 0.0133784
17295 2.50232 0.0105973
17389 2.23558 0.00669424
17392 2.18445 0.00746398
17394 2.14515 0.00766466
17397 2.13672 0.00634089
17401 2.25303 0.00712392
17404 2.1697 0.00544665
17406 2.22258 0.00567332
17409 2.20882 0.0072092
17416 2.20888 0.00732406
17419 2.15313 0.00569934
17421 2.17364 0.0058228
17424 2.13873 0.00705811
17428 2.3011 0.00628248
17431 2.17373 0.00854844
17433 2.17794 0.00744658
17436 2.14334 0.00563284
17441 2.16341 0.00727237
17444 2.1346 0.00574065
17446 2.1717 0.00592079
17449 2.07855 0.00697866
17453 2.23428 0.00613158
17456 2.19221 0.00751906
17458 2.16207 0.00744624
17466 2.12214 0.00575428
17474 2.1668 0.00765582
17477 2.21679 0.00639396
17479 2.20187 0.00632869
17482 2.26018 0.00859388
17486 2.10941 0.00616983
17489 2.17665 0.00811193
17491 2.1632 0.00817009
17494 2.17149 0.00687916
17499 2.16461 0.00737425
17502 2.1814 0.00588471
17504 2.16134 0.00580882
17507 2.14605 0.00744192
17736 2.16152 0.00567884
17739 2.22801 0.00755974
17741 2.20852 0.00779659
17744 2.26392 0.00745587
17748 2.23406 0.00793386
17751 2.22303 0.00675797
17753 2.37545 0.0119668
17756 2.09395 0.00779336
17764 2.33873 0.00898239
17767 2.31868 0.00783343
17769 2.25361 0.00676712
17772 2.30815 0.00948568
17776 2.13762 0.00674385
17779 2.24928 0.00936068
17781 2.14199 0.00884524
17784 2.16387 0.00716162
17788 2.20479 0.00909237
17791 2.22152 0.0074879
17793 2.24668 0.00684942
17796 2.14597 0.00812333
17800 2.25933 0.00677044
17803 2.21417 0.00875653
17805 2.14935 0.00919367
17808 2.2741 0.00742631
17815 2.2482 0.00680928
17818 2.13542 0.00822656
17820 2.26935 0.00833197
17823 2.40962 0.00727232
17827 2.33232 0.00964265
17830 2.28819 0.00672349
17833 2.23952 0.00674715
17836 2.23727 0.00826367
17840 2.2397 0.00849902
17843 2.25595 0.0074825
17845 2.11438 0.00628631
17848 2.14671 0.00829365
17852 2.31169 0.00670728
17855 2.26627 0.00826944
17857 2.2421 0.00832895
17860 2.20581 0.00659867
18120 2.45501 0.0077775
18123 2.34602 0.00583511
18125 2.44752 0.0060563
18128 2.35471 0.00751641
18132 2.26677 0.00575525
18135 2.29567 0.00748867
18137 2.3116 0.00747391
18140 2.4186 0.0062676
18144 2.46224 0.00635136
18147 2.34785 0.00769947
18149 2.34609 0.00779322
18152 2.46226 0.00688301
18156 2.2342 0.00724841
18159 2.44111 0.00622781
18161 2.38221 0.00611428
18164 2.29869 0.00742501
18168 2.3666 0.00777203
18171 2.45435 0.00647555
18173 2.33583 0.00614058
18176 2.34624 0.00931339
18183 2.46336 0.00636508
18186 2.50693 0.00821011
18188 2.4176 0.00797224
18191 2.31356 0.00590288
18196 2.53779 0.00652457
18199 2.37565 0.00784968
18201 2.37345 0.00786376
