17126 2.26243 0.00780058
17129 2.40789 0.0106032
17131 2.39275 0.011122
17134 2.30819 0.00808099
17138 2.45166 0.0114593
17141 2.45621 0.00878456
17143 2.35524 0.00845246
17146 2.3462 0.0102065
17150 2.36725 0.0082435
17153 2.33489 0.0110377
17155 2.36174 0.0105818
17159 2.51102 0.00888286
17163 2.40572 0.0109019
17166 2.27433 0.0115471
17167 2.35943 0.0105275
17169 2.39803 0.00873861
17172 2.43287 0.0111002
17176 2.34932 0.0110404
17179 2.40392 0.00908677
17181 2.59231 0.0094132
17184 2.21307 0.0100922
17188 2.31991 0.00826446
17191 2.41882 0.0112718
17193 2.3984 0.0115383
17196 2.37987 0.00876943
17200 2.38027 0.0100422
17203 2.22396 0.011938
17205 2.53491 0.0145095
17208 2.38117 0.0102842
17212 2.49257 0.0137093
17215 2.29879 0.00970275
17217 2.39815 0.0103619
17220 2.49552 0.0139673
17275 2.17808 0.0129598
17278 2.40978 0.0111965
17280 2.45535 0.0120107
17283 0.05 0
17287 2.31132 0.0109339
17290 1.51901 0.0091815
17292 2.1444 0.0128885
17295 2.51364 0.0114872
17389 1.99476 0.00790772
17392 1.85658 0.0070514
17394 1.91258 0.007637
17397 1.94113 0.00636474
17401 1.96524 0.00696988
17404 1.90606 0.00539779
17406 1.9498 0.00553304
17409 1.99503 0.00736995
17416 1.88029 0.00699614
17419 1.8591 0.00548412
17421 1.89344 0.00562775
17424 1.76807 0.00660208
17428 1.98892 0.0059657
17431 1.79987 0.00807175
17433 1.95896 0.00769796
17436 1.87391 0.00554179
17441 1.94123 0.00718547
17444 1.87132 0.00554976
17446 1.86629 0.0106416
17449 -25.1151 8.28234
17453 0.05 0
17456 0.05 0
17458 0.05 0
17466 1.88148 0.00571119
17474 1.8543 0.00731151
17477 1.93995 0.00619186
17479 1.99961 0.0064427
17482 1.92026 0.00809938
17486 1.86998 0.00608086
17489 1.89666 0.00789015
17491 1.87376 0.00800002
17494 1.96099 0.00697883
17499 1.87455 0.00711214
17502 1.97224 0.00590863
17504 1.88049 0.00565987
17507 1.87948 0.00723302
